k,condition,idx,gold,pred,correct,leak,eff_hops,chain,error,completion
4,filler,0,BS,BS,1,0,4,IR XS OL DY BS,0, BS
4,filler,1,HM,VL,0,0,5,KV VC WY UW HM,0, VL
4,filler,2,JS,BZ,0,0,5,JT FK PW VA JS,0, BZ
4,filler,3,TE,XO,0,0,5,EW UF XK OC TE,0, XO
4,filler,4,QT,PJ,0,0,5,JZ MB PH MC QT,0, PJ
4,filler,5,RX,RX,1,0,4,LE IW PM MW RX,0, RX
4,filler,6,EF,DB,0,0,5,JM WW PF RE EF,0, DB
4,filler,7,FF,FF,1,0,4,NP PY EV HU FF,0, FF
4,filler,8,FZ,FZ,1,0,4,KM CX DU GI FZ,0, FZ
4,filler,9,SW,SW,1,0,4,KQ AR EY ZY SW,0, SW
4,filler,10,LR,LR,1,0,4,PC IQ ZK IT LR,0, LR
4,filler,11,HE,BJ,0,0,5,WL DB KU TW HE,0, BJ
4,filler,12,IP,AI,0,0,6,PS IN DB OA IP,0, AI
4,filler,13,PB,PB,1,0,4,UY BN NB LU PB,0, PB
4,filler,14,AS,TE,0,0,5,JO IR VJ PR AS,0, TE
4,filler,15,AC,WP,0,0,6,PH LE KE YN AC,0, WP
4,filler,16,YR,CF,0,0,5,QX YW EI JG YR,0, CF
4,filler,17,VX,FH,0,0,5,IC MO CR ME VX,0, FH
4,filler,18,AI,EN,0,0,6,EY FB MM SV AI,0, EN
4,filler,19,KC,SS,0,0,5,YP KF PR DY KC,0, SS
4,filler,20,ID,IY,0,0,6,VU TI FC FR ID,0, IY
4,filler,21,HA,SI,0,0,5,ZY GW AB AK HA,0, SI
4,filler,22,HX,IV,0,0,5,FP DH FW KG HX,0, IV
4,filler,23,MM,KY,0,0,5,CP GF YH VQ MM,0, KY
4,filler,24,JL,OF,0,0,5,PZ PC AD OS JL,0, OF
4,filler,25,HN,EQ,0,0,5,FF MM FS EW HN,0, EQ
4,filler,26,RV,JC,0,0,5,TV JE ZU EH RV,0, JC
4,filler,27,LW,ZS,0,0,5,MV GW FU HD LW,0, ZS
4,filler,28,VA,VA,1,0,4,HJ WS SU LC VA,0, VA
4,filler,29,KW,IG,0,0,5,TT FD JV VT KW,0, IG
4,cot,0,BS,BS,1,0,4,IR XS OL DY BS,0,"I need to follow the mapping starting at IR, 4 times.

Step 1: IR -> XS
Step 2: XS -> OL
Step 3: OL -> DY
Step 4: DY -> BS

Answer: BS"
4,cot,1,HM,HM,1,0,4,KV VC WY UW HM,0,"I need to follow the mapping starting at KV, 4 times.

Step 1: KV -> VC
Step 2: VC -> WY
Step 3: WY -> UW
Step 4: UW -> HM

Answer: HM"
4,cot,2,JS,JS,1,0,4,JT FK PW VA JS,0,"I need to follow the mapping starting at JT, 4 times.

Step 1: JT -> FK
Step 2: FK -> PW
Step 3: PW -> VA
Step 4: VA -> JS

Answer: JS"
4,cot,3,TE,TE,1,0,4,EW UF XK OC TE,0,"I need to follow the mapping starting at EW, 4 times.

Step 1: EW -> UF
Step 2: UF -> XK
Step 3: XK -> OC
Step 4: OC -> TE

Answer: TE"
4,cot,4,QT,QT,1,0,4,JZ MB PH MC QT,0,"I need to follow the mapping starting at JZ, 4 times.

Step 1: JZ -> MB
Step 2: MB -> PH
Step 3: PH -> MC
Step 4: MC -> QT

Answer: QT"
4,cot,5,RX,RX,1,0,4,LE IW PM MW RX,0,"I need to follow the mapping starting at LE, 4 times.

Step 1: LE -> IW
Step 2: IW -> PM
Step 3: PM -> MW
Step 4: MW -> RX

Answer: RX"
4,cot,6,EF,EF,1,0,4,JM WW PF RE EF,0,"I need to follow the mapping starting at JM, 4 times.

Step 1: JM -> WW
Step 2: WW -> PF
Step 3: PF -> RE
Step 4: RE -> EF

Answer: EF"
4,cot,7,FF,FF,1,0,4,NP PY EV HU FF,0,"I need to follow the mapping starting at NP, 4 times.

Step 1: NP -> PY
Step 2: PY -> EV
Step 3: EV -> HU
Step 4: HU -> FF

Answer: FF"
4,cot,8,FZ,FZ,1,0,4,KM CX DU GI FZ,0,"I need to follow the mapping starting at KM, 4 times.

Step 1: KM -> CX
Step 2: CX -> DU
Step 3: DU -> GI
Step 4: GI -> FZ

Answer: FZ"
4,cot,9,SW,SW,1,0,4,KQ AR EY ZY SW,0,"I need to follow the mapping starting at KQ for 4 steps.

Step 1: KQ -> AR
Step 2: AR -> EY
Step 3: EY -> ZY
Step 4: ZY -> SW

Answer: SW"
4,cot,10,LR,LR,1,0,4,PC IQ ZK IT LR,0,"I need to follow the mapping starting at PC, 4 times.

Step 1: PC -> IQ
Step 2: IQ -> ZK
Step 3: ZK -> IT
Step 4: IT -> LR

Answer: LR"
4,cot,11,HE,HE,1,0,4,WL DB KU TW HE,0,"I need to follow the mapping starting at WL, 4 times.

Step 1: WL -> DB
Step 2: DB -> KU
Step 3: KU -> TW
Step 4: TW -> HE

Answer: HE"
4,cot,12,IP,IP,1,0,4,PS IN DB OA IP,0,"I need to follow the mapping starting at PS for 4 steps.

Step 1: PS -> IN
Step 2: IN -> DB
Step 3: DB -> OA
Step 4: OA -> IP

Answer: IP"
4,cot,13,PB,PB,1,0,4,UY BN NB LU PB,0,"I need to follow the mapping starting at UY, 4 times.

Step 1: UY -> BN
Step 2: BN -> NB
Step 3: NB -> LU
Step 4: LU -> PB

Answer: PB"
4,cot,14,AS,AS,1,0,4,JO IR VJ PR AS,0,"I need to follow the mapping starting at JO, 4 times.

Step 1: JO -> IR
Step 2: IR -> VJ
Step 3: VJ -> PR
Step 4: PR -> AS

Answer: AS"
4,cot,15,AC,AC,1,0,4,PH LE KE YN AC,0,"I need to follow the mapping starting at PH, 4 times.

Step 1: PH -> LE
Step 2: LE -> KE
Step 3: KE -> YN
Step 4: YN -> AC

Answer: AC"
4,cot,16,YR,YR,1,0,4,QX YW EI JG YR,0,"I need to follow the mapping starting at QX for 4 steps.

Step 1: QX -> YW
Step 2: YW -> EI
Step 3: EI -> JG
Step 4: JG -> YR

Answer: YR"
4,cot,17,VX,VX,1,0,4,IC MO CR ME VX,0,"I need to follow the mapping starting at IC, 4 times.

Step 1: IC -> MO
Step 2: MO -> CR
Step 3: CR -> ME
Step 4: ME -> VX

Answer: VX"
4,cot,18,AI,AI,1,0,4,EY FB MM SV AI,0,"I need to follow the mapping starting at EY, 4 times.

Step 1: EY -> FB
Step 2: FB -> MM
Step 3: MM -> SV
Step 4: SV -> AI

Answer: AI"
4,cot,19,KC,KC,1,0,4,YP KF PR DY KC,0,"I need to follow the mapping starting at YP, 4 times.

Step 1: YP -> KF
Step 2: KF -> PR
Step 3: PR -> DY
Step 4: DY -> KC

Answer: KC"
4,cot,20,ID,ID,1,0,4,VU TI FC FR ID,0,"I need to follow the mapping starting at VU, 4 times.

Step 1: VU -> TI
Step 2: TI -> FC
Step 3: FC -> FR
Step 4: FR -> ID

Answer: ID"
4,cot,21,HA,HA,1,0,4,ZY GW AB AK HA,0,"I need to follow the mapping starting at ZY, 4 times.

Step 1: ZY -> GW
Step 2: GW -> AB
Step 3: AB -> AK
Step 4: AK -> HA

Answer: HA"
4,cot,22,HX,HX,1,0,4,FP DH FW KG HX,0,"I need to follow the mapping starting at FP, 4 times.

Step 1: FP -> DH
Step 2: DH -> FW
Step 3: FW -> KG
Step 4: KG -> HX

Answer: HX"
4,cot,23,MM,MM,1,0,4,CP GF YH VQ MM,0,"I need to follow the mapping starting at CP, 4 times.

Step 1: CP -> GF
Step 2: GF -> YH
Step 3: YH -> VQ
Step 4: VQ -> MM

Answer: MM"
4,cot,24,JL,JL,1,0,4,PZ PC AD OS JL,0,"I need to follow the mapping starting at PZ, 4 times.

Step 1: PZ -> PC
Step 2: PC -> AD
Step 3: AD -> OS
Step 4: OS -> JL

Answer: JL"
4,cot,25,HN,HN,1,0,4,FF MM FS EW HN,0,"I need to follow the mapping starting at FF, 4 times.

Step 1: FF -> MM
Step 2: MM -> FS
Step 3: FS -> EW
Step 4: EW -> HN

Answer: HN"
4,cot,26,RV,RV,1,0,4,TV JE ZU EH RV,0,"I need to follow the mapping starting at TV, 4 times.

Step 1: TV -> JE
Step 2: JE -> ZU
Step 3: ZU -> EH
Step 4: EH -> RV

Answer: RV"
4,cot,27,LW,LW,1,0,4,MV GW FU HD LW,0,"I need to follow the mapping starting at MV, 4 times.

Step 1: MV -> GW
Step 2: GW -> FU
Step 3: FU -> HD
Step 4: HD -> LW

Answer: LW"
4,cot,28,VA,VA,1,0,4,HJ WS SU LC VA,0,"I need to follow the mapping starting at HJ, 4 times.

Step 1: HJ -> WS
Step 2: WS -> SU
Step 3: SU -> LC
Step 4: LC -> VA

Answer: VA"
4,cot,29,KW,KW,1,0,4,TT FD JV VT KW,0,"I need to follow the mapping starting at TT, 4 times.

Step 1: TT -> FD
Step 2: FD -> JV
Step 3: JV -> VT
Step 4: VT -> KW

Answer: KW"
6,immediate,0,QA,ZG,0,0,8,SA XK ES OU CJ AV QA,0, ZG
6,immediate,1,OJ,MZ,0,0,7,TV TZ FD LB YZ KH OJ,0, MZ
6,immediate,2,JW,JW,1,0,6,GF DQ IR OH EL HL JW,0, JW
6,immediate,3,TF,SX,0,0,8,CF JL IO FZ CO HA TF,0, SX
6,immediate,4,CP,SS,0,0,5,LZ RO YZ YR KR SS CP,0, SS
6,immediate,5,XX,PY,0,0,7,YC CI JB QR ZF BP XX,0, PY
6,immediate,6,PY,PY,1,0,6,MG QM TU TB CK SL PY,0, PY
6,immediate,7,RP,GI,0,0,7,UN UR FC RE LK NH RP,0, GI
6,immediate,8,WK,AT,0,0,8,GZ EB KN JN MA SQ WK,0, AT
6,immediate,9,CT,KP,0,0,8,LU FP FF ER IZ ID CT,0, KP
6,immediate,10,BB,US,0,0,8,YY QW TD JH NJ PJ BB,0, US
6,immediate,11,WN,WN,1,0,6,YW ET SG JD UO XY WN,0, WN
6,immediate,12,RM,YF,0,0,7,MN KX WU KW OQ HG RM,0, YF
6,immediate,13,NG,NG,1,0,6,UN XR ED NL OA WM NG,0, NG
6,immediate,14,ZY,ZV,0,0,5,GM ZE EO HI XO ZV ZY,0, ZV
6,immediate,15,FC,FC,1,0,6,QB UJ MB NG DH ZK FC,0, FC
6,immediate,16,MB,MB,1,0,6,LX TE DH JO VM DS MB,0, MB
6,immediate,17,YC,YC,1,0,6,QU HQ OC ZP SG MJ YC,0, YC
6,immediate,18,WB,GF,0,0,8,EZ KI HA XV OW EW WB,0, GF
6,immediate,19,TK,HD,0,0,5,UG TI HU AS RZ HD TK,0, HD
6,immediate,20,OO,OO,1,0,6,WQ DD RV AL AV RY OO,0, OO
6,immediate,21,XO,XO,1,0,6,XG AV JE OQ YP GW XO,0, XO
6,immediate,22,LG,EJ,0,0,7,AU ZH GC GM MB UB LG,0, EJ
6,immediate,23,LW,LW,1,0,6,UJ YY TK UZ OS PO LW,0, LW
6,immediate,24,YB,UZ,0,0,4,FX OO GD SY UZ PY YB,0, UZ
6,immediate,25,RO,RO,1,0,6,JH RF FN ZO DN JZ RO,0, RO
6,immediate,26,VL,TI,0,0,8,HR CE WV NU IJ RJ VL,0, TI
6,immediate,27,PD,HW,0,0,5,IY BL BI OK CN HW PD,0, HW
6,immediate,28,NU,WG,0,0,8,LQ ZC AX EW MH KY NU,0, WG
6,immediate,29,ML,ML,1,0,6,HQ FI WX GQ WM BF ML,0, ML
6,filler,0,QA,JB,0,0,7,SA XK ES OU CJ AV QA,0, JB
6,filler,1,OJ,MZ,0,0,7,TV TZ FD LB YZ KH OJ,0, MZ
6,filler,2,JW,JW,1,0,6,GF DQ IR OH EL HL JW,0, JW
6,filler,3,TF,SX,0,0,8,CF JL IO FZ CO HA TF,0, SX
6,filler,4,CP,SS,0,0,5,LZ RO YZ YR KR SS CP,0, SS
6,filler,5,XX,XX,1,0,6,YC CI JB QR ZF BP XX,0, XX
6,filler,6,PY,SL,0,0,5,MG QM TU TB CK SL PY,0, SL
6,filler,7,RP,GI,0,0,7,UN UR FC RE LK NH RP,0, GI
6,filler,8,WK,AT,0,0,8,GZ EB KN JN MA SQ WK,0, AT
6,filler,9,CT,BV,0,0,7,LU FP FF ER IZ ID CT,0, BV
6,filler,10,BB,EX,0,0,7,YY QW TD JH NJ PJ BB,0, EX
6,filler,11,WN,IH,0,0,7,YW ET SG JD UO XY WN,0, IH
6,filler,12,RM,YF,0,0,7,MN KX WU KW OQ HG RM,0, YF
6,filler,13,NG,PL,0,0,7,UN XR ED NL OA WM NG,0, PL
6,filler,14,ZY,ZV,0,0,5,GM ZE EO HI XO ZV ZY,0, ZV
6,filler,15,FC,FZ,0,0,9,QB UJ MB NG DH ZK FC,0, FZ
6,filler,16,MB,MB,1,0,6,LX TE DH JO VM DS MB,0, MB
6,filler,17,YC,YC,1,0,6,QU HQ OC ZP SG MJ YC,0, YC
6,filler,18,WB,DE,0,0,7,EZ KI HA XV OW EW WB,0, DE
6,filler,19,TK,EE,0,0,7,UG TI HU AS RZ HD TK,0, EE
6,filler,20,OO,ZG,0,0,7,WQ DD RV AL AV RY OO,0, ZG
6,filler,21,XO,ZR,0,0,8,XG AV JE OQ YP GW XO,0, ZR
6,filler,22,LG,EJ,0,0,7,AU ZH GC GM MB UB LG,0, EJ
6,filler,23,LW,LW,1,0,6,UJ YY TK UZ OS PO LW,0, LW
6,filler,24,YB,PY,0,0,5,FX OO GD SY UZ PY YB,0, PY
6,filler,25,RO,JO,0,0,8,JH RF FN ZO DN JZ RO,0, JO
6,filler,26,VL,UT,0,0,7,HR CE WV NU IJ RJ VL,0, UT
6,filler,27,PD,PD,1,0,6,IY BL BI OK CN HW PD,0, PD
6,filler,28,NU,NU,1,0,6,LQ ZC AX EW MH KY NU,0, NU
6,filler,29,ML,ML,1,0,6,HQ FI WX GQ WM BF ML,0, ML
6,cot,0,QA,QA,1,0,6,SA XK ES OU CJ AV QA,0,"I need to follow the mapping starting at SA, 6 times.

Step 1: SA -> XK
Step 2: XK -> ES
Step 3: ES -> OU
Step 4: OU -> CJ
Step 5: CJ -> AV
Step 6: AV -> QA

Answer: QA"
6,cot,1,OJ,OJ,1,0,6,TV TZ FD LB YZ KH OJ,0,"I need to follow the mapping starting at TV, 6 times.

Step 1: TV -> TZ
Step 2: TZ -> FD
Step 3: FD -> LB
Step 4: LB -> YZ
Step 5: YZ -> KH
Step 6: KH -> OJ

Answer: OJ"
6,cot,2,JW,JW,1,0,6,GF DQ IR OH EL HL JW,0,"I need to follow the mapping starting at GF, 6 times.

Step 1: GF -> DQ
Step 2: DQ -> IR
Step 3: IR -> OH
Step 4: OH -> EL
Step 5: EL -> HL
Step 6: HL -> JW

Answer: JW"
6,cot,3,TF,TF,1,0,6,CF JL IO FZ CO HA TF,0,"I need to follow the mapping starting at CF, 6 times.

Step 1: CF -> JL
Step 2: JL -> IO
Step 3: IO -> FZ
Step 4: FZ -> CO
Step 5: CO -> HA
Step 6: HA -> TF

Answer: TF"
6,cot,4,CP,CP,1,0,6,LZ RO YZ YR KR SS CP,0,"I need to follow the mapping starting at LZ, 6 times.

Step 1: LZ -> RO
Step 2: RO -> YZ
Step 3: YZ -> YR
Step 4: YR -> KR
Step 5: KR -> SS
Step 6: SS -> CP

Answer: CP"
6,cot,5,XX,XX,1,0,6,YC CI JB QR ZF BP XX,0,"I need to follow the mapping starting at YC, 6 times.

Step 1: YC -> CI
Step 2: CI -> JB
Step 3: JB -> QR
Step 4: QR -> ZF
Step 5: ZF -> BP
Step 6: BP -> XX

Answer: XX"
6,cot,6,PY,PY,1,0,6,MG QM TU TB CK SL PY,0,"I need to follow the mapping starting at MG, 6 times.

Step 1: MG -> QM
Step 2: QM -> TU
Step 3: TU -> TB
Step 4: TB -> CK
Step 5: CK -> SL
Step 6: SL -> PY

Answer: PY"
6,cot,7,RP,RP,1,0,6,UN UR FC RE LK NH RP,0,"I need to follow the mapping starting at UN, 6 times.

Step 1: UN -> UR
Step 2: UR -> FC
Step 3: FC -> RE
Step 4: RE -> LK
Step 5: LK -> NH
Step 6: NH -> RP

Answer: RP"
6,cot,8,WK,WK,1,0,6,GZ EB KN JN MA SQ WK,0,"I need to follow the mapping starting at GZ, 6 times.

Step 1: GZ -> EB
Step 2: EB -> KN
Step 3: KN -> JN
Step 4: JN -> MA
Step 5: MA -> SQ
Step 6: SQ -> WK

Answer: WK"
6,cot,9,CT,CT,1,0,6,LU FP FF ER IZ ID CT,0,"I need to follow the mapping starting at LU, 6 times.

Step 1: LU -> FP
Step 2: FP -> FF
Step 3: FF -> ER
Step 4: ER -> IZ
Step 5: IZ -> ID
Step 6: ID -> CT

Answer: CT"
6,cot,10,BB,BB,1,0,6,YY QW TD JH NJ PJ BB,0,"I need to follow the mapping starting at YY, 6 times.

1. YY -> QW
2. QW -> TD
3. TD -> JH
4. JH -> NJ
5. NJ -> PJ
6. PJ -> BB

Answer: BB"
6,cot,11,WN,WN,1,0,6,YW ET SG JD UO XY WN,0,"I need to follow the mapping starting at YW, 6 times.

Step 1: YW -> ET
Step 2: ET -> SG
Step 3: SG -> JD
Step 4: JD -> UO
Step 5: UO -> XY
Step 6: XY -> WN

Answer: WN"
6,cot,12,RM,RM,1,0,6,MN KX WU KW OQ HG RM,0,"I need to follow the mapping starting at MN, 6 times.

Step 1: MN -> KX
Step 2: KX -> WU
Step 3: WU -> KW
Step 4: KW -> OQ
Step 5: OQ -> HG
Step 6: HG -> RM

Answer: RM"
6,cot,13,NG,NG,1,0,6,UN XR ED NL OA WM NG,0,"I need to follow the mapping starting at UN, 6 times.

1. UN -> XR
2. XR -> ED
3. ED -> NL
4. NL -> OA
5. OA -> WM
6. WM -> NG

Answer: NG"
6,cot,14,ZY,ZY,1,0,6,GM ZE EO HI XO ZV ZY,0,"I need to follow the mapping starting at GM, 6 times.

Step 1: GM -> ZE
Step 2: ZE -> EO
Step 3: EO -> HI
Step 4: HI -> XO
Step 5: XO -> ZV
Step 6: ZV -> ZY

Answer: ZY"
6,cot,15,FC,FC,1,0,6,QB UJ MB NG DH ZK FC,0,"I need to follow the mapping starting at QB, 6 times.

Step 1: QB -> UJ
Step 2: UJ -> MB
Step 3: MB -> NG
Step 4: NG -> DH
Step 5: DH -> ZK
Step 6: ZK -> FC

Answer: FC"
6,cot,16,MB,MB,1,0,6,LX TE DH JO VM DS MB,0,"I need to follow the mapping starting at LX, 6 times.

Step 1: LX -> TE
Step 2: TE -> DH
Step 3: DH -> JO
Step 4: JO -> VM
Step 5: VM -> DS
Step 6: DS -> MB

Answer: MB"
6,cot,17,YC,YC,1,0,6,QU HQ OC ZP SG MJ YC,0,"I need to follow the mapping starting at QU, 6 times.

Step 1: QU -> HQ
Step 2: HQ -> OC
Step 3: OC -> ZP
Step 4: ZP -> SG
Step 5: SG -> MJ
Step 6: MJ -> YC

Answer: YC"
6,cot,18,WB,WB,1,0,6,EZ KI HA XV OW EW WB,0,"I need to follow the mapping starting at EZ, 6 times.

Step 1: EZ -> KI
Step 2: KI -> HA
Step 3: HA -> XV
Step 4: XV -> OW
Step 5: OW -> EW
Step 6: EW -> WB

Answer: WB"
6,cot,19,TK,TK,1,0,6,UG TI HU AS RZ HD TK,0,"I need to follow the mapping starting at UG, 6 times.

Step 1: UG -> TI
Step 2: TI -> HU
Step 3: HU -> AS
Step 4: AS -> RZ
Step 5: RZ -> HD
Step 6: HD -> TK

Answer: TK"
6,cot,20,OO,OO,1,0,6,WQ DD RV AL AV RY OO,0,"I need to follow the mapping starting at WQ, 6 times.

Step 1: WQ -> DD
Step 2: DD -> RV
Step 3: RV -> AL
Step 4: AL -> AV
Step 5: AV -> RY
Step 6: RY -> OO

Answer: OO"
6,cot,21,XO,XO,1,0,6,XG AV JE OQ YP GW XO,0,"I need to follow the mapping starting at XG, 6 times.

Step 1: XG -> AV
Step 2: AV -> JE
Step 3: JE -> OQ
Step 4: OQ -> YP
Step 5: YP -> GW
Step 6: GW -> XO

Answer: XO"
6,cot,22,LG,LG,1,0,6,AU ZH GC GM MB UB LG,0,"I need to follow the mapping starting at AU, 6 times.

Step 1: AU -> ZH
Step 2: ZH -> GC
Step 3: GC -> GM
Step 4: GM -> MB
Step 5: MB -> UB
Step 6: UB -> LG

Answer: LG"
6,cot,23,LW,LW,1,0,6,UJ YY TK UZ OS PO LW,0,"I need to follow the mapping starting at UJ for 6 steps.

Step 1: UJ -> YY
Step 2: YY -> TK
Step 3: TK -> UZ
Step 4: UZ -> OS
Step 5: OS -> PO
Step 6: PO -> LW

Answer: LW"
6,cot,24,YB,YB,1,0,6,FX OO GD SY UZ PY YB,0,"I need to follow the mapping starting at FX, 6 times.

Step 1: FX -> OO
Step 2: OO -> GD
Step 3: GD -> SY
Step 4: SY -> UZ
Step 5: UZ -> PY
Step 6: PY -> YB

Answer: YB"
6,cot,25,RO,RO,1,0,6,JH RF FN ZO DN JZ RO,0,"I need to follow the mapping starting at JH, 6 times.

Step 1: JH -> RF
Step 2: RF -> FN
Step 3: FN -> ZO
Step 4: ZO -> DN
Step 5: DN -> JZ
Step 6: JZ -> RO

Answer: RO"
6,cot,26,VL,VL,1,0,6,HR CE WV NU IJ RJ VL,0,"I need to follow the mapping starting at HR, 6 times.

Step 1: HR -> CE
Step 2: CE -> WV
Step 3: WV -> NU
Step 4: NU -> IJ
Step 5: IJ -> RJ
Step 6: RJ -> VL

Answer: VL"
6,cot,27,PD,PD,1,0,6,IY BL BI OK CN HW PD,0,"I need to follow the mapping starting at IY, 6 times.

Step 1: IY -> BL
Step 2: BL -> BI
Step 3: BI -> OK
Step 4: OK -> CN
Step 5: CN -> HW
Step 6: HW -> PD

Answer: PD"
6,cot,28,NU,NU,1,0,6,LQ ZC AX EW MH KY NU,0,"I need to follow the mapping starting at LQ, 6 times.

Step 1: LQ -> ZC
Step 2: ZC -> AX
Step 3: AX -> EW
Step 4: EW -> MH
Step 5: MH -> KY
Step 6: KY -> NU

Answer: NU"
6,cot,29,ML,ML,1,0,6,HQ FI WX GQ WM BF ML,0,"I need to follow the mapping starting at HQ, 6 times.

Step 1: HQ -> FI
Step 2: FI -> WX
Step 3: WX -> GQ
Step 4: GQ -> WM
Step 5: WM -> BF
Step 6: BF -> ML

Answer: ML"
8,immediate,0,KH,XS,0,0,11,IU FY VA NI UI CJ LZ GQ KH,0, XS
8,immediate,1,VY,VY,1,0,8,ZK PP BX JR TE SQ ES VE VY,0, VY
8,immediate,2,WG,CV,0,0,9,GH YB VY UQ JA XJ PK EH WG,0, CV
8,immediate,3,MJ,VK,0,0,4,RH GU IL OA VK SH NB TC MJ,0, VK
8,immediate,4,KK,NF,0,0,7,LM KL JG GD WB RA ZU NF KK,0, NF
8,immediate,5,VD,VD,1,0,8,SF BE JL QA SV AV ET KS VD,0, VD
8,immediate,6,YW,EJ,0,0,7,DW XD ZU SZ AE ID FB EJ YW,0, EJ
8,immediate,7,PA,PA,1,0,8,OP MK VN OH PY DU HT BI PA,0, PA
8,immediate,8,RA,XV,0,0,7,EX TB PR YX AY XK RW XV RA,0, XV
8,immediate,9,EP,OM,0,0,11,DD UV CK PJ HA ZB NX UZ EP,0, OM
8,immediate,10,ZE,ZE,1,0,8,ST AO FZ SK XD QB HR OQ ZE,0, ZE
8,immediate,11,RB,NU,0,0,6,EJ BR JI FL KD WP NU SY RB,0, NU
8,immediate,12,TY,FO,0,0,6,ZU JC DB GA ZL UZ FO QC TY,0, FO
8,immediate,13,MS,YU,0,0,9,YW JD GU IM HI EE WV VF MS,0, YU
8,immediate,14,GW,EK,0,0,9,QD RH VZ RW WC SH EW OA GW,0, EK
8,immediate,15,CX,LU,0,0,7,WS TC ME WC FV DI LM LU CX,0, LU
8,immediate,16,QJ,VO,0,0,7,NM AJ RA FM JE PQ OI VO QJ,0, VO
8,immediate,17,QT,ZK,0,0,11,QO TX FJ AI BL XE ZS TU QT,0, ZK
8,immediate,18,ZW,CU,0,0,10,WJ PL PR WY YU ML UI CC ZW,0, CU
8,immediate,19,GF,ZT,0,0,0,ZT CU MB GI RG BZ CY AR GF,0, ZT
8,immediate,20,VO,MK,0,0,9,WT BY RM PP IF JQ GH UJ VO,0, MK
8,immediate,21,DR,EP,0,0,10,GB GI GN CR VO AW LR WA DR,0, EP
8,immediate,22,IJ,WC,0,0,6,LR FZ JB VJ PJ LO WC QD IJ,0, WC
8,immediate,23,ZU,LL,0,0,10,VU DI VB DL DB SM UV DJ ZU,0, LL
8,immediate,24,NV,NV,1,0,8,CT UQ QN US IG KZ SQ XB NV,0, NV
8,immediate,25,RG,PM,0,0,7,MT PS HK UF OC WI HA PM RG,0, PM
8,immediate,26,IW,IW,1,0,8,SQ PW LH JP CF RX AO WD IW,0, IW
8,immediate,27,TR,JI,0,0,10,KW ZX FC VN UX MK JB DQ TR,0, JI
8,immediate,28,SY,SY,1,0,8,CT IP HA LQ RW LC LS GZ SY,0, SY
8,immediate,29,ON,AR,0,0,6,LB CT RQ WS DZ RR AR QE ON,0, AR
8,filler,0,KH,XS,0,0,11,IU FY VA NI UI CJ LZ GQ KH,0, XS
8,filler,1,VY,VY,1,0,8,ZK PP BX JR TE SQ ES VE VY,0, VY
8,filler,2,WG,JX,0,0,11,GH YB VY UQ JA XJ PK EH WG,0, JX
8,filler,3,MJ,TC,0,0,7,RH GU IL OA VK SH NB TC MJ,0, TC
8,filler,4,KK,NF,0,0,7,LM KL JG GD WB RA ZU NF KK,0, NF
8,filler,5,VD,VD,1,0,8,SF BE JL QA SV AV ET KS VD,0, VD
8,filler,6,YW,FB,0,0,6,DW XD ZU SZ AE ID FB EJ YW,0, FB
8,filler,7,PA,PA,1,0,8,OP MK VN OH PY DU HT BI PA,0, PA
8,filler,8,RA,RA,1,0,8,EX TB PR YX AY XK RW XV RA,0, RA
8,filler,9,EP,WT,0,0,9,DD UV CK PJ HA ZB NX UZ EP,0, WT
8,filler,10,ZE,ZE,1,0,8,ST AO FZ SK XD QB HR OQ ZE,0, ZE
8,filler,11,RB,RB,1,0,8,EJ BR JI FL KD WP NU SY RB,0, RB
8,filler,12,TY,QC,0,0,7,ZU JC DB GA ZL UZ FO QC TY,0, QC
8,filler,13,MS,YU,0,0,9,YW JD GU IM HI EE WV VF MS,0, YU
8,filler,14,GW,GW,1,0,8,QD RH VZ RW WC SH EW OA GW,0, GW
8,filler,15,CX,CX,1,0,8,WS TC ME WC FV DI LM LU CX,0, CX
8,filler,16,QJ,UM,0,0,9,NM AJ RA FM JE PQ OI VO QJ,0, UM
8,filler,17,QT,BD,0,0,10,QO TX FJ AI BL XE ZS TU QT,0, BD
8,filler,18,ZW,LA,0,0,9,WJ PL PR WY YU ML UI CC ZW,0, LA
8,filler,19,GF,AR,0,0,7,ZT CU MB GI RG BZ CY AR GF,0, AR
8,filler,20,VO,GH,0,0,6,WT BY RM PP IF JQ GH UJ VO,0, GH
8,filler,21,DR,DR,1,0,8,GB GI GN CR VO AW LR WA DR,0, DR
8,filler,22,IJ,ON,0,0,9,LR FZ JB VJ PJ LO WC QD IJ,0, ON
8,filler,23,ZU,LL,0,0,10,VU DI VB DL DB SM UV DJ ZU,0, LL
8,filler,24,NV,SQ,0,0,6,CT UQ QN US IG KZ SQ XB NV,0, SQ
8,filler,25,RG,HA,0,0,6,MT PS HK UF OC WI HA PM RG,0, HA
8,filler,26,IW,IW,1,0,8,SQ PW LH JP CF RX AO WD IW,0, IW
8,filler,27,TR,TR,1,0,8,KW ZX FC VN UX MK JB DQ TR,0, TR
8,filler,28,SY,GZ,0,0,7,CT IP HA LQ RW LC LS GZ SY,0, GZ
8,filler,29,ON,TI,0,0,11,LB CT RQ WS DZ RR AR QE ON,0, TI
